TAXON_ORDER,CATEGORY,SPECIES_CODE,SCI_NAME,PRIMARY_COM_NAME,en_IOC,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
29098,species,lessee2,Sporophila bouvronides,Lesson's Seedeater,Lesson's Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29101,species,linsee1,Sporophila lineola,Lined Seedeater,Lined Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29103.5,slash,y00699,Sporophila bouvronides/lineola,Lesson's/Lined Seedeater,Lesson's/Lined Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29118,species,whbsee1,Sporophila leucoptera,White-bellied Seedeater,White-bellied Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29123,species,pabsee1,Sporophila peruviana,Parrot-billed Seedeater,Parrot-billed Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29125.5,species,chtsee1,Sporophila telasco,Chestnut-throated Seedeater,Chestnut-throated Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29126,species,drasee1,Sporophila simplex,Drab Seedeater,Drab Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29126.02,species,chbsee1,Sporophila castaneiventris,Chestnut-bellied Seedeater,Chestnut-bellied Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29126.04,species,rubsee1,Sporophila minuta,Ruddy-breasted Seedeater,Ruddy-breasted Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29127,species,batsee2,Sporophila nigrorufa,Black-and-tawny Seedeater,Black-and-tawny Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29128,species,capsee1,Sporophila bouvreuil,Copper Seedeater,Copper Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29129,species,pebsee1,Sporophila pileata,Pearly-bellied Seedeater,Pearly-bellied Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29134,species,tabsee1,Sporophila hypoxantha,Tawny-bellied Seedeater,Tawny-bellied Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29135,species,datsee1,Sporophila ruficollis,Dark-throated Seedeater,Dark-throated Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29136,species,marsee1,Sporophila palustris,Marsh Seedeater,Marsh Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29138,species,rursee1,Sporophila hypochroma,Rufous-rumped Seedeater,Rufous-rumped Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29139,species,chesee1,Sporophila cinnamomea,Chestnut Seedeater,Chestnut Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29140,species,blbsee2,Sporophila melanogaster,Black-bellied Seedeater,Black-bellied Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29144,species,tbsfin1,Sporophila funerea,Thick-billed Seed-Finch,Thick-billed Seed Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29145,species,cbsfin,Sporophila angolensis,Chestnut-bellied Seed-Finch,Chestnut-bellied Seed Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29147.3,species,nisfin1,Sporophila nuttingi,Nicaraguan Seed-Finch,Nicaraguan Seed Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29147.6,species,gbsfin1,Sporophila maximiliani,Great-billed Seed-Finch,Great-billed Seed Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29148,species,lbsfin1,Sporophila crassirostris,Large-billed Seed-Finch,Large-billed Seed Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29154,species,bbsfin1,Sporophila atrirostris,Black-billed Seed-Finch,Black-billed Seed Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29156.02,species,varsee3,Sporophila corvina,Variable Seedeater,Variable Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29156.04,issf,varsee2,Sporophila corvina corvina,Variable Seedeater (Black),Variable Seedeater (Black),Passeriformes,Thraupidae (Tanagers and Allies),,varsee3
29156.06,issf,varsee4,Sporophila corvina [ophthalmica Group],Variable Seedeater (Variable),Variable Seedeater (Variable),Passeriformes,Thraupidae (Tanagers and Allies),,varsee3
29156.14,species,grysee1,Sporophila intermedia,Gray Seedeater,Grey Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29156.22,species,wibsee1,Sporophila americana,Wing-barred Seedeater,Wing-barred Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29156.28,species,caqsee1,Sporophila murallae,Caqueta Seedeater,Caqueta Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29156.3,species,whcsee,Sporophila torqueola,White-collared Seedeater,White-collared Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29156.32,issf,whcsee1,Sporophila torqueola [morelleti Group],White-collared Seedeater (White-collared),White-collared Seedeater (White-collared),Passeriformes,Thraupidae (Tanagers and Allies),,whcsee
29156.4,issf,whcsee2,Sporophila torqueola torqueola,White-collared Seedeater (Cinnamon-rumped),White-collared Seedeater (Cinnamon-rumped),Passeriformes,Thraupidae (Tanagers and Allies),,whcsee
29157,species,whnsee1,Sporophila fringilloides,White-naped Seedeater,White-naped Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29157.02,species,bawsee1,Sporophila luctuosa,Black-and-white Seedeater,Black-and-white Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29157.04,species,yebsee1,Sporophila nigricollis,Yellow-bellied Seedeater,Yellow-bellied Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29157.12,species,dubsee1,Sporophila ardesiaca,Dubois's Seedeater,Dubois's Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29157.14,species,docsee1,Sporophila caerulescens,Double-collared Seedeater,Double-collared Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29157.22,species,slcsee1,Sporophila schistacea,Slate-colored Seedeater,Slate-colored Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29157.32,species,temsee1,Sporophila falcirostris,Temminck's Seedeater,Temminck's Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29157.34,species,bufsee1,Sporophila frontalis,Buffy-fronted Seedeater,Buffy-fronted Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29157.36,species,plusee1,Sporophila plumbea,Plumbeous Seedeater,Plumbeous Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29157.44,species,trosee1,Sporophila beltoni,Tropeiro Seedeater,Tropeiro Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29157.46,species,rucsee1,Sporophila collaris,Rusty-collared Seedeater,Rusty-collared Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29157.54,species,whtsee1,Sporophila albogularis,White-throated Seedeater,White-throated Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29157.56,spuh,sporop1,Sporophila sp.,Sporophila sp.,Sporophila sp.,Passeriformes,Thraupidae (Tanagers and Allies),,
29158,species,batsee1,Catamenia analis,Band-tailed Seedeater,Band-tailed Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29166,species,plcsee1,Catamenia inornata,Plain-colored Seedeater,Plain-colored Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29170,species,parsee1,Catamenia homochroa,Paramo Seedeater,Paramo Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),,
29170.2,spuh,catame1,Catamenia sp.,Catamenia sp.,Catamenia sp.,Passeriformes,Thraupidae (Tanagers and Allies),,
29174,species,cocfin2,Charitospiza eucosma,Coal-crested Finch,Coal-crested Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29175,species,blmfin1,Coryphaspiza melanotis,Black-masked Finch,Black-masked Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29178,species,pilfin1,Coryphospingus pileatus,Pileated Finch,Grey Pileated Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29182,species,recfin1,Coryphospingus cucullatus,Red-crested Finch,Red Pileated Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29186,species,crbfin1,Rhodospingus cruentus,Crimson-breasted Finch,Crimson-breasted Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29187,species,yelcar1,Gubernatrix cristata,Yellow Cardinal,Yellow Cardinal,Passeriformes,Thraupidae (Tanagers and Allies),,
29188,species,banana,Coereba flaveola,Bananaquit,Bananaquit,Passeriformes,Thraupidae (Tanagers and Allies),,
29189,issf,banana4,Coereba flaveola bahamensis,Bananaquit (Bahamas),Bananaquit (Bahamas),Passeriformes,Thraupidae (Tanagers and Allies),,banana
29190,issf,banana2,Coereba flaveola [flaveola Group],Bananaquit (Caribbean),Bananaquit (Caribbean),Passeriformes,Thraupidae (Tanagers and Allies),,banana
29206,issf,banana3,Coereba flaveola caboti,Bananaquit (Cozumel I.),Bananaquit (Cozumel I.),Passeriformes,Thraupidae (Tanagers and Allies),,banana
29207,issf,banana1,Coereba flaveola mexicana,Bananaquit (Mainland),Bananaquit (Mainland),Passeriformes,Thraupidae (Tanagers and Allies),,banana
29231,species,cubgra,Tiaris canorus,Cuban Grassquit,Cuban Grassquit,Passeriformes,Thraupidae (Tanagers and Allies),,
29232,species,yefgra1,Tiaris olivaceus,Yellow-faced Grassquit,Yellow-faced Grassquit,Passeriformes,Thraupidae (Tanagers and Allies),,
29238,species,ducgra2,Tiaris obscurus,Dull-colored Grassquit,Dull-colored Grassquit,Passeriformes,Thraupidae (Tanagers and Allies),,
29243,species,soogra2,Tiaris fuliginosus,Sooty Grassquit,Sooty Grassquit,Passeriformes,Thraupidae (Tanagers and Allies),,
29244,species,bkfgra,Tiaris bicolor,Black-faced Grassquit,Black-faced Grassquit,Passeriformes,Thraupidae (Tanagers and Allies),,
29267,species,orange1,Euneornis campestris,Orangequit,Orangequit,Passeriformes,Thraupidae (Tanagers and Allies),,
29268,species,purbul1,Loxigilla portoricensis,Puerto Rican Bullfinch,Puerto Rican Bullfinch,Passeriformes,Thraupidae (Tanagers and Allies),,
29271,species,grabul1,Loxigilla violacea,Greater Antillean Bullfinch,Greater Antillean Bullfinch,Passeriformes,Thraupidae (Tanagers and Allies),,
29277,species,leabul1,Loxigilla noctis,Lesser Antillean Bullfinch,Lesser Antillean Bullfinch,Passeriformes,Thraupidae (Tanagers and Allies),,
29286,species,barbul1,Loxigilla barbadensis,Barbados Bullfinch,Barbados Bullfinch,Passeriformes,Thraupidae (Tanagers and Allies),,
29287,species,cubbul1,Melopyrrha nigra,Cuban Bullfinch,Cuban Bullfinch,Passeriformes,Thraupidae (Tanagers and Allies),,
29288,issf,cubbul2,Melopyrrha nigra nigra,Cuban Bullfinch (Cuban),Cuban Bullfinch (Cuban),Passeriformes,Thraupidae (Tanagers and Allies),,cubbul1
29289,issf,cubbul3,Melopyrrha nigra taylori,Cuban Bullfinch (Grand Cayman),Cuban Bullfinch (Grand Cayman),Passeriformes,Thraupidae (Tanagers and Allies),,cubbul1
29290,species,yesgra1,Loxipasser anoxanthus,Yellow-shouldered Grassquit,Yellow-shouldered Grassquit,Passeriformes,Thraupidae (Tanagers and Allies),,
29291,species,slbfin1,Melanospiza richardsoni,St. Lucia Black Finch,St. Lucia Black Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29291.2,species,cocfin1,Pinaroloxias inornata,Cocos Finch,Cocos Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29291.3,species,warfin1,Certhidea olivacea,Green Warbler-Finch,Green Warbler-Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29291.4,species,grywaf1,Certhidea fusca,Gray Warbler-Finch,Grey Warbler-Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29291.83,species,vegfin2,Platyspiza crassirostris,Vegetarian Finch,Vegetarian Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29291.84,species,woofin1,Camarhynchus pallidus,Woodpecker Finch,Woodpecker Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29293,species,latfin1,Camarhynchus psittacula,Large Tree-Finch,Large Tree Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29297,species,metfin1,Camarhynchus pauper,Medium Tree-Finch,Medium Tree Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29298,species,smtfin1,Camarhynchus parvulus,Small Tree-Finch,Small Tree Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29301,species,manfin1,Camarhynchus heliobates,Mangrove Finch,Mangrove Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29302,species,smgfin1,Geospiza fuliginosa,Small Ground-Finch,Small Ground Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29303,species,lagfin1,Geospiza magnirostris,Large Ground-Finch,Large Ground Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29304,species,sbgfin1,Geospiza difficilis,Sharp-beaked Ground-Finch,Sharp-beaked Ground Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29308,species,cocfin3,Geospiza scandens,Common Cactus-Finch,Common Cactus Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29313,species,megfin1,Geospiza fortis,Medium Ground-Finch,Medium Ground Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29314,species,lacfin1,Geospiza conirostris,Large Cactus-Finch,Large Cactus Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29317.3,spuh,geospi1,Geospiza sp.,Geospiza sp.,Geospiza sp.,Passeriformes,Thraupidae (Tanagers and Allies),,
29317.6,spuh,galfin1,Geospiza/Camarhynchus/Platyspiza/Certhidea sp.,galapagos finch sp.,galapagos finch sp.,Passeriformes,Thraupidae (Tanagers and Allies),,
29318,species,yesgro2,Parkerthraustes humeralis,Yellow-shouldered Grosbeak,Yellow-shouldered Grosbeak,Passeriformes,Thraupidae (Tanagers and Allies),,
29319,species,purtan1,Nesospingus speculiferus,Puerto Rican Tanager,Puerto Rican Tanager,Passeriformes,Thraupidae (Tanagers and Allies),,
29320,species,bcptan1,Phaenicophilus palmarum,Black-crowned Palm-Tanager,Black-crowned Tanager,Passeriformes,Thraupidae (Tanagers and Allies),,
29321,species,gcptan1,Phaenicophilus poliocephalus,Gray-crowned Palm-Tanager,Grey-crowned Tanager,Passeriformes,Thraupidae (Tanagers and Allies),,
29324,species,wectan1,Calyptophilus tertius,Western Chat-Tanager,Western Chat-Tanager,Passeriformes,Thraupidae (Tanagers and Allies),,
29325,species,eactan1,Calyptophilus frugivorus,Eastern Chat-Tanager,Eastern Chat-Tanager,Passeriformes,Thraupidae (Tanagers and Allies),,
29329,species,wesspi,Spindalis zena,Western Spindalis,Western Spindalis,Passeriformes,Thraupidae (Tanagers and Allies),,
29330,issf,wesspi2,Spindalis zena zena,Western Spindalis (Bahamas Black-backed),Western Spindalis (Bahamas Black-backed),Passeriformes,Thraupidae (Tanagers and Allies),,wesspi
29331,issf,wesspi3,Spindalis zena townsendi,Western Spindalis (Bahamas Green-backed),Western Spindalis (Bahamas Green-backed),Passeriformes,Thraupidae (Tanagers and Allies),,wesspi
29332,issf,wesspi4,Spindalis zena pretrei,Western Spindalis (Cuban),Western Spindalis (Cuban),Passeriformes,Thraupidae (Tanagers and Allies),,wesspi
29333,issf,wesspi5,Spindalis zena salvini,Western Spindalis (Grand Cayman I.),Western Spindalis (Grand Cayman I.),Passeriformes,Thraupidae (Tanagers and Allies),,wesspi
29334,issf,wesspi6,Spindalis zena benedicti,Western Spindalis (Cozumel I.),Western Spindalis (Cozumel I.),Passeriformes,Thraupidae (Tanagers and Allies),,wesspi
29335,species,jamspi,Spindalis nigricephala,Jamaican Spindalis,Jamaican Spindalis,Passeriformes,Thraupidae (Tanagers and Allies),,
29336,species,hisspi,Spindalis dominicensis,Hispaniolan Spindalis,Hispaniolan Spindalis,Passeriformes,Thraupidae (Tanagers and Allies),,
29337,species,purspi,Spindalis portoricensis,Puerto Rican Spindalis,Puerto Rican Spindalis,Passeriformes,Thraupidae (Tanagers and Allies),,
29338,species,duftan1,Mitrospingus cassinii,Dusky-faced Tanager,Dusky-faced Tanager,Passeriformes,Thraupidae (Tanagers and Allies),,
29341,species,olbtan1,Mitrospingus oleagineus,Olive-backed Tanager,Olive-backed Tanager,Passeriformes,Thraupidae (Tanagers and Allies),,
29344,species,rottan2,Rhodinocichla rosea,Rosy Thrush-Tanager,Rosy Thrush-Tanager,Passeriformes,Thraupidae (Tanagers and Allies),,
29350,species,mccfin1,Saltatricula multicolor,Many-colored Chaco Finch,Many-colored Chaco Finch,Passeriformes,Thraupidae (Tanagers and Allies),,
29350.5,species,bltsal1,Saltator atricollis,Black-throated Saltator,Black-throated Saltator,Passeriformes,Thraupidae (Tanagers and Allies),,
29351,species,butsal1,Saltator maximus,Buff-throated Saltator,Buff-throated Saltator,Passeriformes,Thraupidae (Tanagers and Allies),,
29357,species,blwsal1,Saltator atripennis,Black-winged Saltator,Black-winged Saltator,Passeriformes,Thraupidae (Tanagers and Allies),,
29360,species,blhsal1,Saltator atriceps,Black-headed Saltator,Black-headed Saltator,Passeriformes,Thraupidae (Tanagers and Allies),,
29362.06,species,orisal1,Saltator orenocensis,Orinocan Saltator,Orinoco Saltator,Passeriformes,Thraupidae (Tanagers and Allies),,
29362.09,species,grasal1,Saltator coerulescens,Grayish Saltator,Greyish Saltator,Passeriformes,Thraupidae (Tanagers and Allies),,
29362.1,issf,grasal2,Saltator coerulescens [grandis Group],Grayish Saltator (Middle American),Greyish Saltator (Middle American),Passeriformes,Thraupidae (Tanagers and Allies),,grasal1
29362.17,issf,grasal3,Saltator coerulescens [coerulescens Group],Grayish Saltator (Grayish),Greyish Saltator (Greyish),Passeriformes,Thraupidae (Tanagers and Allies),,grasal1
29362.25,species,strsal1,Saltator striatipectus,Streaked Saltator,Streaked Saltator,Passeriformes,Thraupidae (Tanagers and Allies),,
29362.36,species,leasal1,Saltator albicollis,Lesser Antillean Saltator,Lesser Antillean Saltator,Passeriformes,Thraupidae (Tanagers and Allies),,
29362.39,species,grwsal1,Saltator similis,Green-winged Saltator,Green-winged Saltator,Passeriformes,Thraupidae (Tanagers and Allies),,
29362.42,species,blcsal1,Saltator nigriceps,Black-cowled Saltator,Black-cowled Saltator,Passeriformes,Thraupidae (Tanagers and Allies),,
29362.43,species,thbsal1,Saltator maxillosus,Thick-billed Saltator,Thick-billed Saltator,Passeriformes,Thraupidae (Tanagers and Allies),,
29372.2,species,gobsal1,Saltator aurantiirostris,Golden-billed Saltator,Golden-billed Saltator,Passeriformes,Thraupidae (Tanagers and Allies),,
29372.68,species,massal1,Saltator cinctus,Masked Saltator,Masked Saltator,Passeriformes,Thraupidae (Tanagers and Allies),,
29372.8,species,slcgro1,Saltator grossus,Slate-colored Grosbeak,Slate-colored Grosbeak,Passeriformes,Thraupidae (Tanagers and Allies),,
29372.88,species,bltgro2,Saltator fuliginosus,Black-throated Grosbeak,Black-throated Grosbeak,Passeriformes,Thraupidae (Tanagers and Allies),,
29374.8,species,rubsal1,Saltator rufiventris,Rufous-bellied Saltator,Rufous-bellied Saltator,Passeriformes,Thraupidae (Tanagers and Allies),,
29374.9,spuh,saltat1,Saltator sp.,saltator sp.,saltator sp.,Passeriformes,Thraupidae (Tanagers and Allies),,
29375,species,tanfin1,Oreothraupis arremonops,Tanager Finch,Tanager Finch,Passeriformes,Emberizidae (Buntings and New World Sparrows),Sparrows and other Emberizids,
29375.02,species,ytbtan1,Chlorospingus flavigularis,Yellow-throated Chlorospingus,Yellow-throated Bush Tanager,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29375.04,issf,yetbut1,Chlorospingus flavigularis hypophaeus,Yellow-throated Chlorospingus (Drab-breasted),Yellow-throated Bush Tanager (Drab-breasted),Passeriformes,Emberizidae (Buntings and New World Sparrows),,ytbtan1
29375.06,issf,yetbut2,Chlorospingus flavigularis flavigularis/marginatus,Yellow-throated Chlorospingus (Yellow-throated),Yellow-throated Bush Tanager (Yellow-throated),Passeriformes,Emberizidae (Buntings and New World Sparrows),,ytbtan1
29375.08,species,shbbut1,Chlorospingus parvirostris,Short-billed Chlorospingus,Yellow-whiskered Bush Tanager,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29375.1,species,atbtan1,Chlorospingus canigularis,Ashy-throated Chlorospingus,Ashy-throated Bush Tanager,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29375.12,issf,astbut1,Chlorospingus canigularis olivaceiceps,Ashy-throated Chlorospingus (Olive-crowned),Ashy-throated Bush Tanager (Olive-crowned),Passeriformes,Emberizidae (Buntings and New World Sparrows),,atbtan1
29375.14,issf,astbut2,Chlorospingus canigularis [canigularis Group],Ashy-throated Chlorospingus (Ashy-throated),Ashy-throated Bush Tanager (Ashy-throated),Passeriformes,Emberizidae (Buntings and New World Sparrows),,atbtan1
29375.16,species,scbtan1,Chlorospingus pileatus,Sooty-capped Chlorospingus,Sooty-capped Bush Tanager,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29375.18,species,cobtan1,Chlorospingus flavopectus,Common Chlorospingus,Common Bush Tanager,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29375.2,issf,combut1,Chlorospingus flavopectus ophthalmicus,Common Chlorospingus (Northeast Mexico),Common Bush Tanager (Northeast Mexico),Passeriformes,Emberizidae (Buntings and New World Sparrows),,cobtan1
29375.22,issf,combut3,Chlorospingus flavopectus albifrons,Common Chlorospingus (Southwest Mexico),Common Bush Tanager (Southwest Mexico),Passeriformes,Emberizidae (Buntings and New World Sparrows),,cobtan1
29375.24,issf,combut4,Chlorospingus flavopectus [postocularis Group],Common Chlorospingus (Middle America),Common Bush Tanager (Middle America),Passeriformes,Emberizidae (Buntings and New World Sparrows),,cobtan1
29375.26,issf,combut2,Chlorospingus flavopectus punctulatus,Common Chlorospingus (Central Panama),Common Bush Tanager (Central Panama),Passeriformes,Emberizidae (Buntings and New World Sparrows),,cobtan1
29375.28,issf,combut5,Chlorospingus flavopectus [venezuelanus Group],Common Chlorospingus (Venezuela),Common Bush Tanager (Venezuela),Passeriformes,Emberizidae (Buntings and New World Sparrows),,cobtan1
29375.3,issf,combut6,Chlorospingus flavopectus [flavopectus Group],Common Chlorospingus (Northern Andes),Common Bush Tanager (Northern Andes),Passeriformes,Emberizidae (Buntings and New World Sparrows),,cobtan1
29375.32,issf,combut7,Chlorospingus flavopectus cinereocephalus,Common Chlorospingus (cinereocephalus),Common Bush Tanager (cinereocephalus),Passeriformes,Emberizidae (Buntings and New World Sparrows),,cobtan1
29375.34,issf,combut8,Chlorospingus flavopectus peruvianus,Common Chlorospingus (Southern Peru),Common Bush Tanager (Southern Peru),Passeriformes,Emberizidae (Buntings and New World Sparrows),,cobtan1
29375.36,issf,combut9,Chlorospingus flavopectus bolivianus,Common Chlorospingus (Northern Bolivia),Common Bush Tanager (Northern Bolivia),Passeriformes,Emberizidae (Buntings and New World Sparrows),,cobtan1
29375.38,issf,combut10,Chlorospingus flavopectus fulvigularis,Common Chlorospingus (Southern Bolivia),Common Bush Tanager (Southern Bolivia),Passeriformes,Emberizidae (Buntings and New World Sparrows),,cobtan1
29375.4,issf,combut11,Chlorospingus flavopectus argentinus,Common Chlorospingus (Argentina),Common Bush Tanager (Argentina),Passeriformes,Emberizidae (Buntings and New World Sparrows),,cobtan1
29375.42,species,tabtan1,Chlorospingus tacarcunae,Tacarcuna Chlorospingus,Tacarcuna Bush Tanager,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29375.44,species,pibtan1,Chlorospingus inornatus,Pirre Chlorospingus,Pirre Bush Tanager,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29375.46,species,dubtan1,Chlorospingus semifuscus,Dusky Chlorospingus,Dusky Bush Tanager,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29375.48,species,ygbtan1,Chlorospingus flavovirens,Yellow-green Chlorospingus,Yellow-green Bush Tanager,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29375.5,spuh,chloro1,Chlorospingus sp.,Chlorospingus sp.,Chlorospingus sp.,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29376,species,tumspa1,Rhynchospiza stolzmanni,Tumbes Sparrow,Tumbes Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29377,species,stcspa1,Rhynchospiza strigiceps,Stripe-capped Sparrow,Stripe-capped Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29377.2,species,ruwspa,Peucaea carpalis,Rufous-winged Sparrow,Rufous-winged Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29378,species,citspa1,Peucaea sumichrasti,Cinnamon-tailed Sparrow,Cinnamon-tailed Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29476,species,sthspa1,Peucaea ruficauda,Stripe-headed Sparrow,Stripe-headed Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29477,species,blcspa1,Peucaea humeralis,Black-chested Sparrow,Black-chested Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29478,species,brispa1,Peucaea mystacalis,Bridled Sparrow,Bridled Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29479,species,botspa,Peucaea botterii,Botteri's Sparrow,Botteri's Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29480,issf,botspa1,Peucaea botterii [botterii Group],Botteri's Sparrow (Botteri's),Botteri's Sparrow (Botteri's),Passeriformes,Emberizidae (Buntings and New World Sparrows),,botspa
29490,issf,botspa2,Peucaea botterii [petenica Group],Botteri's Sparrow (Peten),Botteri's Sparrow (Peten),Passeriformes,Emberizidae (Buntings and New World Sparrows),,botspa
29493,species,casspa,Peucaea cassinii,Cassin's Sparrow,Cassin's Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29497,slash,y00646,Peucaea botterii/cassinii,Botteri's/Cassin's Sparrow,Botteri's/Cassin's Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29498,species,bacspa,Peucaea aestivalis,Bachman's Sparrow,Bachman's Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29498.5,spuh,peucae1,Peucaea sp.,Peucaea sp.,Peucaea sp.,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29499,species,graspa,Ammodramus savannarum,Grasshopper Sparrow,Grasshopper Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29500,issf,graspa4,Ammodramus savannarum perpallidus/ammolegus,Grasshopper Sparrow (Western),Grasshopper Sparrow (Western),Passeriformes,Emberizidae (Buntings and New World Sparrows),,graspa
29501,issf,graspa2,Ammodramus savannarum pratensis,Grasshopper Sparrow (Eastern),Grasshopper Sparrow (Eastern),Passeriformes,Emberizidae (Buntings and New World Sparrows),,graspa
29502,issf,graspa3,Ammodramus savannarum floridanus,Grasshopper Sparrow (Florida),Grasshopper Sparrow (Florida),Passeriformes,Emberizidae (Buntings and New World Sparrows),,graspa
29503,species,graspa1,Ammodramus humeralis,Grassland Sparrow,Grassland Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29504,species,yebspa1,Ammodramus aurifrons,Yellow-browed Sparrow,Yellow-browed Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29505,species,baispa,Ammodramus bairdii,Baird's Sparrow,Baird's Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29506,species,henspa,Ammodramus henslowii,Henslow's Sparrow,Henslow's Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29507,species,lecspa,Ammodramus leconteii,Le Conte's Sparrow,Le Conte's Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29508,species,nstspa,Ammodramus nelsoni,Nelson's Sparrow,Nelson's Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
